dropout_rate,hidden_channels,learning_rate,batch_size,epochs,amount_of_layers,optimizer,activation_function,pooling_algorithm,acc,f1,roc,pr,time,seed
0.6501569385371901,128,0.01,58,119,2,rmsprop,tanh,mean,0.7368421052631579,0.8484848484848484,0.7428571428571429,0.7368421052631579,0:00:05.790226,
0.7269095525584894,128,0.01,93,90,6,SGD,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.9,0.7368421052631579,0:00:07.816908,
0.27106914211378913,128,0.01,137,100,6,rmsprop,tanh,sum,0.7368421052631579,0.8484848484848484,0.35,0.7368421052631579,0:00:08.549623,
0.5580825460848557,128,0.01,26,51,6,rmsprop,tanh,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:07.029198,
0.2545869567023347,128,0.01,103,195,4,rmsprop,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.2589285714285714,0.7368421052631579,0:00:12.555253,
0.7308400007231393,128,0.01,102,131,8,SGD,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7321428571428571,0.7368421052631579,0:00:13.877272,
0.3233020068558435,128,0.01,74,165,3,adam,relu,mean,0.7894736842105263,0.8518518518518519,0.8285714285714285,0.8582272990167727,0:00:10.340642,
0.36959756853929066,128,0.01,103,188,3,adam,sigmoid,mean,0.7631578947368421,0.8421052631578947,0.8428571428571429,0.8146227638060668,0:00:10.592741,
0.27475013447717683,128,0.01,30,176,4,rmsprop,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:16.829130,
0.6692689217715668,128,0.01,129,44,5,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:03.507380,
0.6663572731000924,128,0.01,101,116,5,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.6749999999999999,0.7368421052631579,0:00:08.206136,
0.2775682608457364,128,0.01,122,50,6,adam,tanh,mean,0.7368421052631579,0.8484848484848484,0.2642857142857143,0.7368421052631579,0:00:04.396333,
0.3594983984967501,128,0.01,43,82,4,adam,relu,sum,0.8421052631578947,0.888888888888889,0.8821428571428572,0.896471949103528,0:00:06.862605,
0.3791883904725691,128,0.01,136,33,2,SGD,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.8999999999999999,0.7368421052631579,0:00:01.562210,
0.6081481455144488,128,0.01,133,51,5,SGD,tanh,mean,0.7368421052631579,0.8484848484848484,0.6178571428571429,0.7368421052631579,0:00:03.828189,
0.7396959949608708,128,0.01,116,17,5,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.3964285714285714,0.7368421052631579,0:00:01.182356,
0.4799729973466164,128,0.01,94,36,5,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.26785714285714285,0.7368421052631579,0:00:02.910745,
0.2547196870414144,128,0.01,66,188,5,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.675,0.7368421052631579,0:00:17.626779,
0.7194472488366395,128,0.01,88,128,4,adam,tanh,sum,0.7368421052631579,0.8484848484848484,0.12678571428571428,0.7368421052631579,0:00:08.173685,
0.32780946319239335,128,0.01,52,194,2,SGD,tanh,mean,0.7368421052631579,0.8484848484848484,0.7107142857142857,0.7368421052631579,0:00:09.995068,
0.26520478503563294,128,0.01,46,55,4,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7392857142857143,0.7368421052631579,0:00:05.081393,
0.3624832487852452,128,0.01,149,130,6,SGD,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.26071428571428573,0.7368421052631579,0:00:10.904537,
0.7451260771723927,128,0.01,111,80,9,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.26607142857142857,0.7368421052631579,0:00:09.962871,
0.6794461236525382,128,0.01,42,77,3,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.8178571428571428,0.7368421052631579,0:00:05.804060,
0.7259035460393577,128,0.01,43,80,7,adam,relu,sum,0.8421052631578947,0.888888888888889,0.8285714285714286,0.896471949103528,0:00:08.850526,
0.2713537141667983,128,0.01,101,183,1,adam,relu,sum,0.8157894736842105,0.8813559322033898,0.8285714285714286,0.8314334222653408,0:00:06.282534,
0.75,128,0.01,108,183,3,SGD,tanh,mean,0.7368421052631579,0.8484848484848484,0.3607142857142857,0.7368421052631579,0:00:09.445306,
0.3225469441759064,128,0.01,38,81,4,adam,tanh,sum,0.7368421052631579,0.8484848484848484,0.9107142857142858,0.7368421052631579,0:00:06.564321,
0.527206834873726,128,0.01,97,186,2,adam,tanh,sum,0.7368421052631579,0.8214285714285715,0.7821428571428571,0.8063238453276047,0:00:08.416042,
0.7466740038104969,128,0.01,39,87,3,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.275,0.7368421052631579,0:00:06.605695,
0.25,128,0.01,39,79,5,SGD,relu,sum,0.7631578947368421,0.8421052631578947,0.9178571428571429,0.8146227638060668,0:00:06.862871,
0.421777117968497,128,0.01,35,79,2,adam,tanh,sum,0.7894736842105263,0.8571428571428571,0.8285714285714285,0.8399570354457572,0:00:05.207024,
0.2817920533510302,128,0.01,139,29,1,SGD,relu,sum,0.7894736842105263,0.8750000000000001,0.9142857142857144,0.7777777777777778,0:00:00.990386,
0.5643404522217381,128,0.01,139,31,6,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7410714285714286,0.7368421052631579,0:00:02.952740,
0.6007287271304498,128,0.01,133,28,1,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:01.033801,
