dropout_rate,hidden_channels,learning_rate,batch_size,epochs,amount_of_layers,optimizer,activation_function,pooling_algorithm,acc,f1,roc,pr,time,seed
0.31627626360007993,102,0.05116192498305236,100,35,1,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.525537,
0.6957212371314365,109,0.053431946088288336,35,26,4,adam,sigmoid,sum,0.2631578947368421,0,0.5142857142857142,0.7368421052631579,0:00:00.990781,
0.7389487954474727,43,0.04865172535727653,126,187,3,adam,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:03.322203,
0.5673214400340736,29,0.0882013920177927,21,12,4,SGD,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7321428571428571,0.7368421052631579,0:00:00.679511,
0.4939690541497696,70,0.02912250377885116,92,30,9,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.845553,
0.4940497271048602,39,0.010700247417991936,35,42,3,rmsprop,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.2714285714285714,0.7368421052631579,0:00:01.378026,
0.3722991872114856,50,0.09819455948861763,44,43,3,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:01.284185,
0.6779211194404526,105,0.05798677677580982,32,159,6,SGD,tanh,sum,0.868421052631579,0.9056603773584906,0.9107142857142857,0.9281203007518796,0:00:06.761827,
0.6629660133619308,67,0.08302823360985123,97,62,4,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.26249999999999996,0.7368421052631579,0:00:01.201714,
0.5676040075570712,106,0.08755003282851333,86,64,7,adam,tanh,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:01.726347,
0.42278996300213006,77,0.0845766504777474,67,142,7,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:04.449522,
0.6486914042976236,9,0.05854813456795603,71,92,3,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.13035714285714284,0.7368421052631579,0:00:02.140938,
0.2501424678354989,42,0.044660265440691356,132,161,7,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:03.816603,
0.35258304544501035,110,0.06881523871122398,39,155,3,SGD,tanh,mean,0.7368421052631579,0.8484848484848484,0.8,0.7368421052631579,0:00:04.217204,
0.7216836505039521,23,0.08143427132419431,90,64,7,SGD,tanh,mean,0.7368421052631579,0.8484848484848484,0.6892857142857143,0.7368421052631579,0:00:01.506805,
0.4889103535839406,66,0.05733344991362174,18,16,9,SGD,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.8946428571428572,0.7368421052631579,0:00:01.464469,
0.6677422496421094,10,0.02036078882464733,131,109,1,SGD,tanh,sum,0.7368421052631579,0.8484848484848484,0.9017857142857142,0.7368421052631579,0:00:01.456235,
0.36772492258529355,112,0.04455181074162609,22,28,5,SGD,tanh,sum,0.8421052631578947,0.8928571428571428,0.9107142857142857,0.876141245972073,0:00:01.563962,
0.4733736109104478,13,0.007482243070650782,85,101,6,SGD,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.2571428571428571,0.7368421052631579,0:00:02.126407,
0.25200757561881376,113,0.042372061572532475,138,62,2,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.26071428571428573,0.7368421052631579,0:00:01.116427,
0.25,100,0.029852956736704447,16,26,9,SGD,tanh,mean,0.7368421052631579,0.8484848484848484,0.7857142857142858,0.7368421052631579,0:00:02.790318,
0.5273978800536551,104,0.08425829181070016,34,158,4,rmsprop,sigmoid,mean,0.2631578947368421,0,0.5035714285714287,0.7368421052631579,0:00:05.833658,
0.4553040436328457,44,0.07638276897182203,102,110,5,adam,tanh,mean,0.7368421052631579,0.8484848484848484,0.7375,0.7368421052631579,0:00:02.324038,
0.5408349776379103,25,0.044708609370504034,22,32,2,SGD,relu,sum,0.8421052631578947,0.8928571428571428,0.9214285714285714,0.876141245972073,0:00:01.193593,
0.6419327590654249,104,0.08569921917336082,88,30,8,adam,relu,mean,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.888128,
0.6228370523959081,118,0.08098803287551212,116,96,7,adam,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:02.763521,
0.6246231659696109,96,0.007072280037667123,145,137,1,SGD,tanh,sum,0.8157894736842105,0.8771929824561403,0.9142857142857144,0.8486518019185895,0:00:01.938153,
0.34713245457973624,67,0.010203144799005887,88,146,3,SGD,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7357142857142858,0.7368421052631579,0:00:02.527562,
0.2781606415551852,76,0.01301767711030627,117,65,1,SGD,tanh,sum,0.7894736842105263,0.8666666666666666,0.9357142857142857,0.8070958646616541,0:00:00.910451,
0.48094296383966706,34,0.0991517746839537,29,50,5,rmsprop,sigmoid,mean,0.2631578947368421,0,0.475,0.7368421052631579,0:00:02.335737,
0.3015121467532798,122,0.039361038002115045,23,101,5,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7392857142857143,0.7368421052631579,0:00:05.693280,
0.4572703601909908,49,0.07031758389508902,73,126,4,rmsprop,sigmoid,mean,0.2631578947368421,0,0.25357142857142856,0.7368421052631579,0:00:03.159345,
0.37359389699736667,54,0.00228978083567461,51,88,1,adam,relu,mean,0.7894736842105263,0.8571428571428571,0.8303571428571429,0.8399570354457572,0:00:01.594216,
0.3305311384355512,94,0.0603138205977857,38,169,1,rmsprop,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:03.603749,
0.3025928360393253,68,0.05724137302512064,51,28,9,SGD,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7410714285714286,0.7368421052631579,0:00:01.044232,
0.5072942300727499,66,0.09644846071791455,87,144,3,SGD,tanh,mean,0.7368421052631579,0.8484848484848484,0.7892857142857144,0.7368421052631579,0:00:02.529912,
0.27479215454978884,10,0.03863831161545204,131,107,2,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7892857142857143,0.7368421052631579,0:00:01.668293,
0.4319114588267702,114,0.04941882683327254,24,26,5,rmsprop,tanh,mean,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:01.415005,
0.5940211140678983,106,0.028690974356084198,31,161,8,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.44285714285714284,0.7368421052631579,0:00:08.653691,
