dropout_rate,hidden_channels,learning_rate,batch_size,epochs,amount_of_layers,optimizer,activation_function,pooling_algorithm,acc,f1,roc,pr,time,seed
0.6690360939175932,111,0.04760448566236707,132,183,9,adam,tanh,sum,0.2631578947368421,0,0.675,0.7368421052631579,0:00:17.236349,
0.3054592670724113,29,0.017613700037000316,137,183,4,rmsprop,relu,sum,0.2631578947368421,0,0.5,0.7368421052631579,0:00:04.364663,
0.6798443428208973,115,0.05958607176689114,93,34,8,adam,tanh,mean,0.7368421052631579,0.8484848484848484,0.7410714285714286,0.7368421052631579,0:00:02.395171,
0.6075973247207876,16,0.057044769846222976,112,68,8,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7321428571428572,0.7368421052631579,0:00:02.189013,
0.6780850289856024,83,0.05070693292730759,21,55,5,SGD,sigmoid,sum,0.2631578947368421,0,0.9035714285714287,0.7368421052631579,0:00:03.252843,
0.2831866317171435,16,0.015162954418938359,150,51,8,adam,relu,sum,0.8157894736842105,0.888888888888889,0.8999999999999999,0.8,0:00:01.132386,
0.5672940236991996,63,0.018094140731159787,149,161,6,adam,relu,mean,0.2631578947368421,0,0.21250000000000002,0.7368421052631579,0:00:06.114418,
0.4031820028735981,35,0.06447634139875609,96,137,1,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.3910714285714285,0.7368421052631579,0:00:01.937710,
0.6524053315071525,97,0.06097389524138643,116,199,7,SGD,tanh,mean,0.7368421052631579,0.8484848484848484,0.22142857142857142,0.7368421052631579,0:00:10.314914,
0.7145309373711308,66,0.013252034978568375,25,164,5,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7357142857142857,0.7368421052631579,0:00:08.684551,
0.33077513340006764,117,0.096861643688385,128,56,5,adam,tanh,sum,0.2631578947368421,0,0.5,0.7368421052631579,0:00:04.308172,
0.537832163231035,112,0.09684826311091724,64,34,3,rmsprop,relu,sum,0.2631578947368421,0,0.5,0.7368421052631579,0:00:01.140798,
0.2511619007826665,84,0.06692077335354736,23,183,2,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7339285714285715,0.7368421052631579,0:00:07.196492,
0.31908906542785814,26,0.05482091447812714,105,15,4,rmsprop,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.465916,
0.5209594497380798,97,0.006227820884948932,39,146,8,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.26607142857142857,0.7368421052631579,0:00:09.771025,
0.3306626399633575,76,0.04556266194106159,64,75,3,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.2625,0.7368421052631579,0:00:02.167079,
0.6973254117013024,12,0.020993072785119773,140,62,6,SGD,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.2625,0.7368421052631579,0:00:01.551441,
0.749833750758897,18,0.05899332377177603,48,74,3,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:02.317800,
0.7306772477114024,32,0.04527258525092395,45,162,7,SGD,tanh,sum,0.7894736842105263,0.8571428571428571,0.8785714285714286,0.8399570354457572,0:00:06.335430,
0.48915227420758145,40,0.023083255894546163,97,115,2,SGD,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.9,0.7368421052631579,0:00:01.980306,
0.5529991854416751,32,0.023023121991446162,33,161,5,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7428571428571429,0.7368421052631579,0:00:06.598656,
0.6016560264916779,115,0.04638033999171502,96,35,7,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:02.476269,
0.43334868637673163,85,0.07878889291816604,62,20,5,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.896184,
0.47778453819276145,87,0.009506449710709023,139,76,8,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.09999999999999999,0.7368421052631579,0:00:04.600515,
0.41110872973891804,91,0.016686530249990134,85,162,6,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:21.223334,
0.6626710084888071,42,0.09121873531048559,20,166,5,rmsprop,tanh,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:10.088829,
0.2718403377192032,75,0.09936681440162015,140,35,1,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.730171,
0.294751252243608,6,0.06512321235539521,36,161,4,SGD,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.26071428571428573,0.7368421052631579,0:00:05.280960,
0.36970106983327483,24,0.07492614798176489,98,29,4,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.923932,
0.46330221322302373,101,0.010235685023855034,147,61,4,adam,tanh,mean,0.7368421052631579,0.8484848484848484,0.24464285714285713,0.7368421052631579,0:00:02.566043,
0.6135267054739348,83,0.06473111669600211,96,194,5,rmsprop,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:16.467096,
0.36330836225402846,107,0.09897792417365499,149,30,6,adam,tanh,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:01.965784,
0.42589198771266634,105,0.014326582688509375,36,15,5,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7321428571428572,0.7368421052631579,0:00:00.904651,
0.4293589055806448,58,0.07483485827841731,24,154,4,SGD,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.26071428571428573,0.7368421052631579,0:00:07.013801,
