dropout_rate,hidden_channels,learning_rate,batch_size,epochs,amount_of_layers,optimizer,activation_function,pooling_algorithm,acc,f1,roc,pr,time
0.564130781626996,123,0.049017114047655005,90,13,3,adam,tanh,sum,0.7368421052631579,0.8484848484848484,0.2892857142857143,0.7368421052631579,0:00:00.574344
0.5990013078919902,50,0.09812119792994566,40,70,5,adam,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:02.864026
0.47327171097322335,28,0.0884376263766026,17,172,7,RMSprop,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.26071428571428573,0.7368421052631579,0:00:13.025725
0.73088318937022,27,0.07160600825830032,68,163,4,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.7928571428571429,0.7368421052631579,0:00:04.065349
0.3799235544175031,125,0.06142155008050372,139,93,8,adam,tanh,mean,0.7368421052631579,0.8484848484848484,0.7374999999999999,0.7368421052631579,0:00:07.122269
0.675489246157258,108,0.08901488044386055,71,149,6,adam,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:08.135694
0.41029135911096726,58,0.08162121570999357,34,74,7,RMSprop,sigmoid,mean,0.2631578947368421,0,0,0.7368421052631579,0:00:06.731689
0.31749708114997127,12,0.07632481412019093,112,141,5,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7375,0.7368421052631579,0:00:03.507006
0.4862502956218959,107,0.03988748086770147,55,20,3,RMSprop,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.762850
0.3344430138386172,11,0.07430214210050841,17,163,8,adam,tanh,mean,0.7368421052631579,0.8484848484848484,0.7392857142857143,0.7368421052631579,0:00:12.647835
0.6441770160199216,13,0.046128317532472186,64,164,3,adam,relu,mean,0.7631578947368421,0.8235294117647057,0.8017857142857142,0.8689931350114416,0:00:03.996117
0.7139104254069005,38,0.0060333096209960885,98,21,6,adam,tanh,mean,0.7894736842105263,0.84,0.8214285714285714,0.9001196172248804,0:00:00.693334
0.25631429988270404,88,0.05007830549437224,51,92,5,RMSprop,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:03.836115
0.6121956916911943,128,0.07739114777152604,21,125,3,adam,sigmoid,sum,0.2631578947368421,0,0,0.7368421052631579,0:00:07.208733
0.30886523679217065,101,0.023071006950462197,46,150,6,RMSprop,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.26428571428571423,0.7368421052631579,0:00:08.133662
0.3754234961462331,69,0.07649953851406764,94,132,7,SGD,relu,sum,0.868421052631579,0.9056603773584906,0.9,0.9281203007518796,0:00:05.150331
0.408049089907533,84,0.007683766763799398,101,18,6,RMSprop,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.2642857142857143,0.7368421052631579,0:00:00.775571
0.40935126467045796,112,0.09329521750718284,144,94,8,SGD,relu,sum,0.7894736842105263,0.8571428571428571,0.9071428571428571,0.8399570354457572,0:00:05.763687
0.4100491734625892,10,0.05330334215416305,47,107,3,SGD,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.9107142857142858,0.7368421052631579,0:00:02.667930
0.6550025675050628,114,0.08978483613842549,37,196,9,adam,relu,mean,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:16.845234
0.49835271003287696,116,0.03724112403237072,140,101,5,adam,tanh,mean,0.7368421052631579,0.8484848484848484,0.7357142857142858,0.7368421052631579,0:00:04.817812
0.2962205927508935,12,0.014140751649580771,110,141,6,SGD,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.2642857142857143,0.7368421052631579,0:00:03.678603
0.36064251389217233,24,0.06994166965496086,121,67,1,adam,tanh,mean,0.7368421052631579,0.8275862068965516,0.8232142857142857,0.7909774436090226,0:00:00.992507
0.5273618930864036,5,0.048215403348392825,120,171,8,adam,relu,sum,0.8157894736842105,0.888888888888889,0.9089285714285714,0.8,0:00:04.902274
0.5831503264834991,86,0.011563203493985416,136,29,9,SGD,tanh,sum,0.7368421052631579,0.8484848484848484,0.8964285714285715,0.7368421052631579,0:00:01.733639
0.5693022227473132,22,0.08344646321873717,146,82,6,adam,relu,mean,0.7368421052631579,0.8484848484848484,0.26249999999999996,0.7368421052631579,0:00:02.193468
0.6106447332900431,67,0.07197923289295799,22,16,6,adam,tanh,mean,0.7368421052631579,0.8484848484848484,0.7375,0.7368421052631579,0:00:01.036558
0.3543773514202331,110,0.00934110797455881,84,199,5,adam,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:10.878919
0.5934258276155391,86,0.09742522361347737,31,106,7,SGD,sigmoid,sum,0.7368421052631579,0.8484848484848484,0.9,0.7368421052631579,0:00:06.030862
0.7014887033290418,113,0.020418021986671038,22,91,3,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.3214285714285714,0.7368421052631579,0:00:04.174328
0.7037385930886835,29,0.006051041782858367,102,24,4,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.27142857142857146,0.7368421052631579,0:00:00.562910
0.7325853836391022,10,0.050533442886736404,99,133,4,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7410714285714286,0.7368421052631579,0:00:02.941836
0.5776948847325941,114,0.023756787710615093,54,50,2,adam,sigmoid,mean,0.7368421052631579,0.8484848484848484,0.7964285714285715,0.7368421052631579,0:00:01.627198
0.2658004685749852,49,0.03426832957139944,35,35,3,adam,tanh,sum,0.7368421052631579,0.8484848484848484,0.5142857142857142,0.7368421052631579,0:00:01.286978
