target,params_activation_function,params_amount_of_layers,params_batch_size,params_dropout_rate,params_epochs,params_hidden_channels,params_learning_rate,params_optimizer,params_pooling_algorithm,datetime_datetime,datetime_elapsed,datetime_delta
0.7928571428571429,1.2243403512352373,2.3525580347650914,74.43190859573681,0.6346312362615614,66.11180783654648,5.0,0.01,0.8404489845291154,0.23868214124644604,2023-11-17 09:12:45,0.0,0.0
0.26607142857142857,0.6753123837775847,8.92569971704703,47.85534482260305,0.2905963297256058,137.22404526685966,5.0,0.01,0.9324428197899461,0.11836775112328357,2023-11-17 09:12:52,7.770827,7.770827
0.5,0.1479151282864084,8.20619343328547,122.3909831042702,0.6702848243621407,164.88941691605874,5.0,0.01,1.6275338340729755,0.4213178773992188,2023-11-17 09:12:58,13.004412,5.233585
0.5,0.054895919626307466,4.633093145267759,30.113695432222478,0.6586100307774956,142.5682695731702,5.0,0.01,1.9969474873792987,0.13804205305593598,2023-11-17 09:13:06,21.197684,8.193272
0.0857142857142857,1.2308313749362447,4.88029040670746,70.27362280970311,0.6139245482507617,71.33464584203406,5.0,0.01,1.894443658785083,0.9187083622644343,2023-11-17 09:13:09,23.889641,2.691957
0.8267857142857143,1.6276887558405697,1.2726167321648143,142.41196446542529,0.7252195824577505,163.2522996184035,5.0,0.01,0.8339581687939757,0.3188401259211743,2023-11-17 09:13:11,26.549244,2.659603
0.44285714285714284,0.03288563520883958,1.3054554054677903,23.114013159628662,0.3139804073187657,16.34280029687841,5.0,0.01,0.35725161997440313,0.17934478386603347,2023-11-17 09:13:12,27.223911,0.674667
0.8285714285714285,0.2992264314718611,6.464105004544745,78.84714578311673,0.6341239654517146,137.07467112774646,5.0,0.01,0.9233132375342572,0.9632668729744531,2023-11-17 09:13:15,30.771589,3.547678
0.8321428571428571,0.29562275812691485,8.254505015732747,82.7219280373843,0.5462492335961684,140.08501770223253,5.0,0.01,0.9641775536273633,0.06934179411604258,2023-11-17 09:13:20,34.877152,4.105563
0.9035714285714285,0.7294626720901487,3.8920335465783893,79.25650893667355,0.3397424238538435,43.303169673676194,5.0,0.01,0.2699910630481164,0.9277858261821542,2023-11-17 09:13:20,35.746562,0.86941
0.8053571428571429,1.6835832348414272,1.4222082859899885,43.29359132374907,0.6862508192685857,138.03113215252512,5.0,0.01,1.236680541634883,0.21049924581368173,2023-11-17 09:13:24,39.13124,3.384678
0.8678571428571429,1.6041291543728708,1.4728566498236502,57.30192285846985,0.3536837468533428,194.7162574719539,5.0,0.01,0.23037220780307766,0.9579806795100961,2023-11-17 09:13:27,42.661479,3.530239
0.9089285714285714,0.1834266477013986,6.0383717332820925,136.9886729124374,0.41989863883150313,134.03281545631768,5.0,0.01,1.5427283520890556,0.8961647257520929,2023-11-17 09:13:31,45.879494,3.218015
0.8107142857142858,1.2403561773034493,2.2084805926794084,66.23924598009978,0.567920277466496,97.22343896217687,5.0,0.01,1.3197239231462672,0.47652343083386706,2023-11-17 09:13:33,48.144646,2.265152
0.7964285714285715,0.9091898874580666,1.9983802372612098,71.27127969198374,0.3865478611667722,75.88076701705747,5.0,0.01,1.3656858195469141,0.03180999373346571,2023-11-17 09:13:34,49.799682,1.655036
0.8178571428571428,1.670765876642616,6.613218751497165,145.4364661321527,0.5459081052557921,51.29563002664421,5.0,0.01,0.8374159050325962,0.2812251191568007,2023-11-17 09:13:36,51.088606,1.288924
0.8392857142857143,0.21248871839021377,4.410769741627226,128.6373857173434,0.3052056710763,197.4639652721168,5.0,0.01,1.321784054888042,0.07775670746928676,2023-11-17 09:13:40,54.968484,3.879878
0.7892857142857143,1.3945685906608931,3.12244994828578,136.8463404368195,0.6591319368110407,85.85430710252362,5.0,0.01,1.045050140215233,0.41247483206728897,2023-11-17 09:13:41,56.489409,1.520925
0.22142857142857142,1.8516677243774537,7.603043620097436,83.13797600420284,0.3083944596993481,12.20254083258667,5.0,0.01,1.6861642201781477,0.09484669477914842,2023-11-17 09:13:42,56.845892,0.356483
0.8589285714285715,1.6068532351198712,1.4978252184919505,101.15625996162034,0.7343905750909211,85.51212367474243,5.0,0.01,1.7797312415900752,0.9866316190262712,2023-11-17 09:13:43,58.024658,1.178766
0.7749999999999999,0.0491737675532633,4.078307758429339,121.14990500003503,0.6763396842183494,102.71449620769013,5.0,0.01,0.11745313800818113,0.2982984131297882,2023-11-17 09:13:45,60.099557,2.074899
0.16785714285714287,1.6751790310162427,7.961723361813496,137.09156729333412,0.4573234645770305,93.93342010417592,5.0,0.01,1.2550829119889702,0.19314517706737755,2023-11-17 09:13:47,62.721748,2.622191
0.8392857142857143,0.19323271497676386,3.6732298197445,86.74054343070578,0.7391985329441544,29.54514651828906,5.0,0.01,0.9061237209774002,0.4379899365044998,2023-11-17 09:13:48,63.525248,0.8035
0.9089285714285714,0.23415549700046978,4.585000434517749,63.09614679085758,0.615955204173456,172.04583767391364,5.0,0.01,1.776535336186458,0.9098125504072788,2023-11-17 09:13:54,68.964418,5.43917
0.9,0.9110360427883151,6.283168135248995,59.87343216631485,0.7380663514855266,105.22777347719013,5.0,0.01,1.9743424681501982,0.6245348431965261,2023-11-17 09:13:57,72.420837,3.456419
0.8178571428571428,1.1852908215036408,1.2251345575522228,59.371035035542185,0.42838848409241204,157.96545303405819,5.0,0.01,0.8964083996192269,0.31350275010460926,2023-11-17 09:14:00,75.753161,3.332324
0.9035714285714285,1.4438292173092102,4.4592530357081515,78.51050689622397,0.4684423767939747,43.72132141910383,5.0,0.01,0.4745323412837532,0.8624674260738998,2023-11-17 09:14:01,76.666849,0.913688
0.8214285714285714,0.06865903352957536,5.537305474715545,78.13890607464448,0.464064802073044,40.10754472935829,5.0,0.01,1.4601926484379348,0.04028706612932831,2023-11-17 09:14:02,77.801042,1.134193
0.7321428571428572,1.1175363913652736,4.615022468640751,62.0189256906065,0.7344210429379903,101.48485786877204,5.0,0.01,1.5180358770190854,0.24333929751629801,2023-11-17 09:14:06,80.836945,3.035903
0.12499999999999999,2.0,6.779017522783015,81.90484518178393,0.7355212116304767,43.16539027800733,5.0,0.01,1.3724916374846763,0.8024684546072445,2023-11-17 09:14:07,82.098983,1.262038
0.8964285714285715,0.3120592551356904,3.589164871242725,77.0587507086914,0.28847276178300785,42.29355050869581,5.0,0.01,0.38300333478568505,0.5710431624960393,2023-11-17 09:14:08,83.099563,1.00058
0.9,1.4799069412869748,1.871893327902213,77.9113148154791,0.6796593488699858,42.251101280596004,5.0,0.01,1.8967797628244436,0.939016985603043,2023-11-17 09:14:09,83.892133,0.79257
0.8607142857142857,0.31971706345038964,1.3591220839446008,78.17628719945414,0.3184447723218006,44.97013649182875,5.0,0.01,1.9636362296707361,0.8253674221438809,2023-11-17 09:14:09,84.697516,0.805383
