dropout_rate,hidden_channels,learning_rate,batch_size,epochs,amount_of_layers,optimizer,activation_function,pooling_algorithm,acc,f1,roc,pr,time
0.25,64,0.1,16,10,1,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.7875,0.7368421052631579,0:00:04.817080
0.25,64,0.1,16,10,1,SGD,relu,sum,0.8157894736842105,0.888888888888889,0.9107142857142857,0.8,0:00:00.831182
0.25,64,0.1,16,10,1,adam,relu,mean,0.7368421052631579,0.8484848484848484,0.7982142857142858,0.7368421052631579,0:00:00.784240
0.25,64,0.1,16,10,1,adam,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.643965
0.25,64,0.1,16,10,1,rmsprop,relu,mean,0.7368421052631579,0.8484848484848484,0.5464285714285715,0.7368421052631579,0:00:00.651328
0.25,64,0.1,16,10,1,rmsprop,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.643869
0.25,64,0.1,16,50,1,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.7821428571428571,0.7368421052631579,0:00:03.165469
0.25,64,0.1,16,50,1,SGD,relu,sum,0.8421052631578947,0.8846153846153847,0.9160714285714285,0.918781328320802,0:00:02.967887
0.25,64,0.1,16,50,1,adam,relu,mean,0.7368421052631579,0.8275862068965516,0.8392857142857143,0.7909774436090226,0:00:03.423815
0.25,64,0.1,16,50,1,adam,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:03.313597
0.25,64,0.1,16,50,1,rmsprop,relu,mean,0.7368421052631579,0.8484848484848484,0.5285714285714286,0.7368421052631579,0:00:03.273326
0.25,64,0.1,16,50,1,rmsprop,relu,sum,0.2631578947368421,0,0.5,0.7368421052631579,0:00:03.194765
0.25,64,0.1,16,100,1,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.8196428571428571,0.7368421052631579,0:00:06.343461
0.25,64,0.1,16,100,1,SGD,relu,sum,0.8157894736842105,0.8727272727272727,0.9125,0.8671679197994987,0:00:06.186870
0.25,64,0.1,16,100,1,adam,relu,mean,0.7368421052631579,0.8333333333333333,0.8232142857142857,0.7764920112781954,0:00:06.634333
0.25,64,0.1,16,100,1,adam,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:06.577509
0.25,64,0.1,16,100,1,rmsprop,relu,mean,0.2631578947368421,0,0.5321428571428571,0.7368421052631579,0:00:06.523757
0.25,64,0.1,16,100,1,rmsprop,relu,sum,0.2631578947368421,0,0.5,0.7368421052631579,0:00:06.287841
0.25,64,0.1,16,200,1,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.8071428571428572,0.7368421052631579,0:00:12.623410
0.25,64,0.1,16,200,1,SGD,relu,sum,0.7894736842105263,0.8571428571428571,0.9071428571428571,0.8399570354457572,0:00:12.027297
0.25,64,0.1,16,200,1,adam,relu,mean,0.7894736842105263,0.846153846153846,0.8125,0.8781328320802004,0:00:12.725518
0.25,64,0.1,16,200,1,adam,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:12.523418
0.25,64,0.1,16,200,1,rmsprop,relu,mean,0.2631578947368421,0,0.5,0.7368421052631579,0:00:13.196751
0.25,64,0.1,16,200,1,rmsprop,relu,sum,0.2631578947368421,0,0.5,0.7368421052631579,0:00:12.201279
0.5,64,0.1,16,10,1,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.4196428571428571,0.7368421052631579,0:00:00.675271
0.5,64,0.1,16,10,1,SGD,relu,sum,0.7368421052631579,0.8484848484848484,0.9142857142857144,0.7368421052631579,0:00:00.634221
0.5,64,0.1,16,10,1,adam,relu,mean,0.7368421052631579,0.8484848484848484,0.8303571428571428,0.7368421052631579,0:00:00.815451
0.5,64,0.1,16,10,1,adam,relu,sum,0.2631578947368421,0,0.5,0.7368421052631579,0:00:00.675567
0.5,64,0.1,16,10,1,rmsprop,relu,mean,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.721996
0.5,64,0.1,16,10,1,rmsprop,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:00.658975
0.5,64,0.1,16,50,1,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.8017857142857143,0.7368421052631579,0:00:03.342104
0.5,64,0.1,16,50,1,SGD,relu,sum,0.8157894736842105,0.8571428571428571,0.9107142857142857,0.9342105263157895,0:00:03.720230
0.5,64,0.1,16,50,1,adam,relu,mean,0.7631578947368421,0.8235294117647057,0.825,0.8689931350114416,0:00:03.249575
0.5,64,0.1,16,50,1,adam,relu,sum,0.2631578947368421,0,0.5,0.7368421052631579,0:00:03.126453
0.5,64,0.1,16,50,1,rmsprop,relu,mean,0.2631578947368421,0,0.5,0.7368421052631579,0:00:03.141729
0.5,64,0.1,16,50,1,rmsprop,relu,sum,0.2631578947368421,0,0.5,0.7368421052631579,0:00:03.098431
0.5,64,0.1,16,100,1,SGD,relu,mean,0.7368421052631579,0.8484848484848484,0.8125,0.7368421052631579,0:00:06.320130
0.5,64,0.1,16,100,1,SGD,relu,sum,0.8421052631578947,0.8928571428571428,0.9178571428571428,0.876141245972073,0:00:05.949416
0.5,64,0.1,16,100,1,adam,relu,mean,0.7368421052631579,0.8275862068965516,0.8250000000000001,0.7909774436090226,0:00:06.611186
0.5,64,0.1,16,100,1,adam,relu,sum,0.7368421052631579,0.8484848484848484,0.5,0.7368421052631579,0:00:06.179285
